File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census),American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian TribalSubdivision (Census),American Indian TribalSubdivision (FIPS),Alaska Native RegionalCorporation (FIPS),Metropolitan and MicropolitanStatistical Area,Combined Statistical Area,Metropolitan Statistical Area-Metropolitan Division,Metropolitan Area Central City,Metropolitan/MicropolitanIndicator Flag,New England City and Town Area,New England City and TownCombined Statistical Area,New England City and Town AreaDivision,Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Public Use Microdata Area – 5%File,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Median Year Structure Built,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,"% Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",% Owner Occupied Housing Units: Non-White Homeowners,Owner-Occupied Housing Units,Housing Units,Households:,Households: with a Householder Who Is White Alone,Households: with a Householder Who Is Black or African  American Alone,Households: with a Householder Who Is American Indian and  Alaska Native Alone,Households: with a Householder Who Is Asian Alone,Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,Households: with a Householder Who Is Some Other Race Alone,Households: with a Householder Who Is Two or More Races,Households: with a Householder Who Is Hispanic or Latino,"Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",% Households: with a Householder Who Is White Alone,% Households: with a Householder Who Is Black or African  American Alone,% Households: with a Householder Who Is American Indian and  Alaska Native Alone,% Households: with a Householder Who Is Asian Alone,% Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,% Households: with a Householder Who Is Some Other Race Alone,% Households: with a Householder Who Is Two or More Races,% Households: with a Householder Who Is Hispanic or Latino,"% Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder,% Renter-Occupied Housing Units: White Alone Householder,% Renter-Occupied Housing Units: Black or African American Alone Householder,% Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,% Renter-Occupied Housing Units: Asian Alone Householder,% Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,% Renter-Occupied Housing Units: Some Other Race Alone Householder,% Renter-Occupied Housing Units: Two or More Races Householder,"% Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",% Renter-Occupied Housing Units: Hispanic or Latino Householder
ACSSF,pa,140,0,8961,,,,,42,101,,,15102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101015102,Census Tract 151.02,,,"Census Tract 151.02, Philadelphia County, Pennsylvania",42101015102,556564,0,,,,,,,,0,523,8,515,1.53,98.47,523,2297,1813,8,1718,0,13,0,10,64,22,8,0.44,94.76,0,0.72,0,0.55,3.53,1.21,0.44,1290,0,1225,0,13,0,0,52,0,12,0,94.96,0,1.01,0,0,4.03,0,0.93
ACSSF,pa,140,0,8962,,,,,42,101,,,15200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101015200,Census Tract 152,,,"Census Tract 152, Philadelphia County, Pennsylvania",42101015200,669100,0,,,,,,,,1947,650,0,650,0,100,650,2641,2179,128,1852,10,26,0,0,163,232,59,5.87,84.99,0.46,1.19,0,0,7.48,10.65,2.71,1529,128,1238,0,0,0,0,163,59,232,8.37,80.97,0,0,0,0,10.66,3.86,15.17
ACSSF,pa,140,0,8963,,,,,42,101,,,15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101015300,Census Tract 153,,,"Census Tract 153, Philadelphia County, Pennsylvania",42101015300,469148,0,,,,,,,,1945,307,0,307,0,100,307,1772,1289,551,668,0,70,0,0,0,84,467,42.75,51.82,0,5.43,0,0,0,6.52,36.23,982,551,408,0,23,0,0,0,467,84,56.11,41.55,0,2.34,0,0,0,47.56,8.55
ACSSF,pa,140,0,8964,,,,,42,101,,,15600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101015600,Census Tract 156,,,"Census Tract 156, Philadelphia County, Pennsylvania",42101015600,429566,0,,,,,,,,0,190,36,154,18.95,81.05,190,691,549,247,101,0,0,0,193,8,332,139,44.99,18.4,0,0,0,35.15,1.46,60.47,25.32,359,153,55,0,0,0,151,0,103,210,42.62,15.32,0,0,0,42.06,0,28.69,58.5
ACSSF,pa,140,0,8965,,,,,42,101,,,15700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101015700,Census Tract 157,,,"Census Tract 157, Philadelphia County, Pennsylvania",42101015700,485072,0,,,,,,,,0,791,396,395,50.06,49.94,791,1369,1148,729,75,0,71,0,223,50,374,643,63.5,6.53,0,6.18,0,19.43,4.36,32.58,56.01,357,273,38,0,0,0,46,0,247,72,76.47,10.64,0,0,0,12.89,0,69.19,20.17
ACSSF,pa,140,0,8966,,,,,42,101,,,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101015800,Census Tract 158,,,"Census Tract 158, Philadelphia County, Pennsylvania",42101015800,580215,0,,,,,,,,0,1943,1679,264,86.41,13.59,1943,3312,3295,2706,269,0,129,0,30,161,203,2622,82.12,8.16,0,3.92,0,0.91,4.89,6.16,79.58,1352,1006,174,0,25,0,0,147,943,152,74.41,12.87,0,1.85,0,0,10.87,69.75,11.24
ACSSF,pa,140,0,8967,,,,,42,101,,,16001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016001,Census Tract 160.01,,,"Census Tract 160.01, Philadelphia County, Pennsylvania",42101016001,330018,0,,,,,,,,0,851,801,50,94.12,5.88,851,1257,1129,1039,64,0,0,0,0,26,50,1015,92.03,5.67,0,0,0,0,2.3,4.43,89.9,278,214,64,0,0,0,0,0,214,0,76.98,23.02,0,0,0,0,0,76.98,0
ACSSF,pa,140,0,8968,,,,,42,101,,,16002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016002,Census Tract 160.02,,,"Census Tract 160.02, Philadelphia County, Pennsylvania",42101016002,391013,0,,,,,,,,0,1423,1380,43,96.98,3.02,1423,2301,2130,1937,50,0,79,0,34,30,53,1918,90.94,2.35,0,3.71,0,1.6,1.41,2.49,90.05,707,557,50,0,36,0,34,30,538,53,78.78,7.07,0,5.09,0,4.81,4.24,76.1,7.5
ACSSF,pa,140,0,8969,,,,,42,101,,,16100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016100,Census Tract 161,,,"Census Tract 161, Philadelphia County, Pennsylvania",42101016100,707749,0,,,,,,,,0,1326,886,440,66.82,33.18,1326,2930,2598,1638,150,26,509,0,172,103,348,1551,63.05,5.77,1,19.59,0,6.62,3.96,13.39,59.7,1272,707,90,0,389,0,86,0,665,156,55.58,7.08,0,30.58,0,6.76,0,52.28,12.26
ACSSF,pa,140,0,8970,,,,,42,101,,,16200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016200,Census Tract 162,,,"Census Tract 162, Philadelphia County, Pennsylvania",42101016200,364983,0,,,,,,,,0,397,49,348,12.34,87.66,397,892,765,197,151,0,58,0,296,63,522,94,25.75,19.74,0,7.58,0,38.69,8.24,68.24,12.29,368,96,89,0,20,0,127,36,45,233,26.09,24.18,0,5.43,0,34.51,9.78,12.23,63.32
ACSSF,pa,140,0,8971,,,,,42,101,,,16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016300,Census Tract 163,,,"Census Tract 163, Philadelphia County, Pennsylvania",42101016300,572226,0,,,,,,,,0,340,16,324,4.71,95.29,340,1192,936,231,86,0,16,0,600,3,779,55,24.68,9.19,0,1.71,0,64.1,0.32,83.23,5.88,596,137,13,0,16,0,427,3,39,528,22.99,2.18,0,2.68,0,71.64,0.5,6.54,88.59
ACSSF,pa,140,0,8972,,,,,42,101,,,16400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016400,Census Tract 164,,,"Census Tract 164, Philadelphia County, Pennsylvania",42101016400,485081,0,,,,,,,,0,464,0,464,0,100,464,2041,1782,164,752,0,0,0,748,118,956,4,9.2,42.2,0,0,0,41.98,6.62,53.65,0.22,1318,95,669,0,0,0,437,117,4,575,7.21,50.76,0,0,0,33.16,8.88,0.3,43.63
ACSSF,pa,140,0,8973,,,,,42,101,,,16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016500,Census Tract 165,,,"Census Tract 165, Philadelphia County, Pennsylvania",42101016500,394661,0,,,,,,,,0,299,0,299,0,100,299,1432,1087,50,960,0,43,0,17,17,120,0,4.6,88.32,0,3.96,0,1.56,1.56,11.04,0,788,50,678,0,43,0,17,0,0,89,6.35,86.04,0,5.46,0,2.16,0,0,11.29
ACSSF,pa,140,0,8974,,,,,42,101,,,16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016600,Census Tract 166,,,"Census Tract 166, Philadelphia County, Pennsylvania",42101016600,261132,0,,,,,,,,0,205,4,201,1.95,98.05,205,828,730,51,553,0,121,0,0,5,12,48,6.99,75.75,0,16.58,0,0,0.68,1.64,6.58,525,47,417,0,56,0,0,5,44,12,8.95,79.43,0,10.67,0,0,0.95,8.38,2.29
ACSSF,pa,140,0,8975,,,,,42,101,,,16701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016701,Census Tract 167.01,,,"Census Tract 167.01, Philadelphia County, Pennsylvania",42101016701,254216,0,,,,,,,,0,893,60,833,6.72,93.28,893,1867,1526,75,1397,0,0,0,0,54,15,60,4.91,91.55,0,0,0,0,3.54,0.98,3.93,633,15,618,0,0,0,0,0,0,15,2.37,97.63,0,0,0,0,0,0,2.37
ACSSF,pa,140,0,8976,,,,,42,101,,,16702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016702,Census Tract 167.02,,,"Census Tract 167.02, Philadelphia County, Pennsylvania",42101016702,355103,0,,,,,,,,0,367,19,348,5.18,94.82,367,1246,882,112,770,0,0,0,0,0,28,84,12.7,87.3,0,0,0,0,0,3.17,9.52,515,93,422,0,0,0,0,0,65,28,18.06,81.94,0,0,0,0,0,12.62,5.44
ACSSF,pa,140,0,8977,,,,,42,101,,,16800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016800,Census Tract 168,,,"Census Tract 168, Philadelphia County, Pennsylvania",42101016800,581132,0,,,,,,,,0,748,0,748,0,100,748,1844,1508,32,1374,0,0,0,66,36,52,19,2.12,91.11,0,0,0,4.38,2.39,3.45,1.26,760,32,662,0,0,0,66,0,19,52,4.21,87.11,0,0,0,8.68,0,2.5,6.84
ACSSF,pa,140,0,8978,,,,,42,101,,,16901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016901,Census Tract 169.01,,,"Census Tract 169.01, Philadelphia County, Pennsylvania",42101016901,512906,0,,,,,,,,0,674,0,674,0,100,674,1618,1208,64,1087,0,12,0,45,0,64,0,5.3,89.98,0,0.99,0,3.73,0,5.3,0,534,0,522,0,12,0,0,0,0,0,0,97.75,0,2.25,0,0,0,0,0
ACSSF,pa,140,0,8979,,,,,42,101,,,16902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101016902,Census Tract 169.02,,,"Census Tract 169.02, Philadelphia County, Pennsylvania",42101016902,563694,0,,,,,,,,0,987,0,987,0,100,987,2506,1992,0,1992,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1005,0,1005,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
ACSSF,pa,140,0,8980,,,,,42,101,,,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017000,Census Tract 170,,,"Census Tract 170, Philadelphia County, Pennsylvania",42101017000,1571911,53598,,,,,,,,1974,309,13,296,4.21,95.79,309,1703,1467,319,1011,0,47,0,8,82,8,319,21.75,68.92,0,3.2,0,0.55,5.59,0.55,21.75,1158,306,762,0,47,0,8,35,306,8,26.42,65.8,0,4.06,0,0.69,3.02,26.42,0.69
ACSSF,pa,140,0,8981,,,,,42,101,,,17100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017100,Census Tract 171,,,"Census Tract 171, Philadelphia County, Pennsylvania",42101017100,1140891,0,,,,,,,,0,890,0,890,0,100,890,1920,1621,0,1524,0,16,0,35,46,52,0,0,94.02,0,0.99,0,2.16,2.84,3.21,0,731,0,650,0,0,0,35,46,0,52,0,88.92,0,0,0,4.79,6.29,0,7.11
ACSSF,pa,140,0,8982,,,,,42,101,,,17201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017201,Census Tract 172.01,,,"Census Tract 172.01, Philadelphia County, Pennsylvania",42101017201,262958,0,,,,,,,,0,1010,0,1010,0,100,1010,1701,1484,40,1444,0,0,0,0,0,40,0,2.7,97.3,0,0,0,0,0,2.7,0,474,40,434,0,0,0,0,0,0,40,8.44,91.56,0,0,0,0,0,0,8.44
ACSSF,pa,140,0,8983,,,,,42,101,,,17202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017202,Census Tract 172.02,,,"Census Tract 172.02, Philadelphia County, Pennsylvania",42101017202,290610,0,,,,,,,,0,1061,0,1061,0,100,1061,2016,1685,0,1667,16,0,0,0,2,0,0,0,98.93,0.95,0,0,0,0.12,0,0,624,0,608,16,0,0,0,0,0,0,0,97.44,2.56,0,0,0,0,0,0
ACSSF,pa,140,0,8984,,,,,42,101,,,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017300,Census Tract 173,,,"Census Tract 173, Philadelphia County, Pennsylvania",42101017300,874587,0,,,,,,,,1946,449,0,449,0,100,449,1297,1146,33,1008,33,0,0,52,20,55,33,2.88,87.96,2.88,0,0,4.54,1.75,4.8,2.88,697,33,609,3,0,0,52,0,33,55,4.73,87.37,0.43,0,0,7.46,0,4.73,7.89
ACSSF,pa,140,0,8985,,,,,42,101,,,17400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017400,Census Tract 174,,,"Census Tract 174, Philadelphia County, Pennsylvania",42101017400,353985,0,,,,,,,,0,487,0,487,0,100,487,1139,1024,19,952,0,6,0,32,15,51,0,1.86,92.97,0,0.59,0,3.12,1.46,4.98,0,537,19,471,0,0,0,32,15,0,51,3.54,87.71,0,0,0,5.96,2.79,0,9.5
ACSSF,pa,140,0,8986,,,,,42,101,,,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017500,Census Tract 175,,,"Census Tract 175, Philadelphia County, Pennsylvania",42101017500,719916,6252,,,,,,,,0,1358,34,1324,2.5,97.5,1358,3007,2635,641,770,0,0,0,1224,0,1681,184,24.33,29.22,0,0,0,46.45,0,63.8,6.98,1277,315,439,0,0,0,523,0,150,688,24.67,34.38,0,0,0,40.96,0,11.75,53.88
ACSSF,pa,140,0,8987,,,,,42,101,,,17601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017601,Census Tract 176.01,,,"Census Tract 176.01, Philadelphia County, Pennsylvania",42101017601,579128,0,,,,,,,,0,871,0,871,0,100,871,2134,1792,666,78,8,0,0,1040,0,1670,40,37.17,4.35,0.45,0,0,58.04,0,93.19,2.23,921,316,37,8,0,0,560,0,40,840,34.31,4.02,0.87,0,0,60.8,0,4.34,91.21
ACSSF,pa,140,0,8988,,,,,42,101,,,17602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017602,Census Tract 176.02,,,"Census Tract 176.02, Philadelphia County, Pennsylvania",42101017602,400461,0,,,,,,,,0,503,93,410,18.49,81.51,503,1393,1268,175,229,0,62,0,791,11,873,93,13.8,18.06,0,4.89,0,62.38,0.87,68.85,7.33,765,44,156,0,62,0,492,11,0,536,5.75,20.39,0,8.1,0,64.31,1.44,0,70.07
ACSSF,pa,140,0,8989,,,,,42,101,,,17701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017701,Census Tract 177.01,,,"Census Tract 177.01, Philadelphia County, Pennsylvania",42101017701,241053,0,,,,,,,,0,440,25,415,5.68,94.32,440,1440,1210,218,378,0,33,0,565,16,692,132,18.02,31.24,0,2.73,0,46.69,1.32,57.19,10.91,770,159,258,0,33,0,320,0,107,372,20.65,33.51,0,4.29,0,41.56,0,13.9,48.31
ACSSF,pa,140,0,8990,,,,,42,101,,,17702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017702,Census Tract 177.02,,,"Census Tract 177.02, Philadelphia County, Pennsylvania",42101017702,489257,0,,,,,,,,0,759,87,672,11.46,88.54,759,1857,1535,357,306,19,45,13,727,68,980,220,23.26,19.93,1.24,2.93,0.85,47.36,4.43,63.84,14.33,776,233,265,19,19,0,229,11,133,370,30.03,34.15,2.45,2.45,0,29.51,1.42,17.14,47.68
ACSSF,pa,140,0,8991,,,,,42,101,,,17800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017800,Census Tract 178,,,"Census Tract 178, Philadelphia County, Pennsylvania",42101017800,662615,0,,,,,,,,0,1242,445,797,35.83,64.17,1242,3049,2627,619,1053,25,46,0,604,280,689,574,23.56,40.08,0.95,1.75,0,22.99,10.66,26.23,21.85,1385,174,983,0,0,0,151,77,129,168,12.56,70.97,0,0,0,10.9,5.56,9.31,12.13
ACSSF,pa,140,0,8992,,,,,42,101,,,17900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101017900,Census Tract 179,,,"Census Tract 179, Philadelphia County, Pennsylvania",42101017900,714138,0,,,,,,,,0,1354,691,663,51.03,48.97,1354,2779,2450,1048,296,0,27,0,539,540,922,968,42.78,12.08,0,1.1,0,22,22.04,37.63,39.51,1096,303,84,0,27,0,400,282,277,499,27.65,7.66,0,2.46,0,36.5,25.73,25.27,45.53
ACSSF,pa,140,0,8993,,,,,42,101,,,18001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101018001,Census Tract 180.01,,,"Census Tract 180.01, Philadelphia County, Pennsylvania",42101018001,387384,0,,,,,,,,0,682,666,16,97.65,2.35,682,1140,1062,917,18,0,0,0,49,78,123,896,86.35,1.69,0,0,0,4.61,7.34,11.58,84.37,380,251,18,0,0,0,49,62,230,107,66.05,4.74,0,0,0,12.89,16.32,60.53,28.16
ACSSF,pa,140,0,8994,,,,,42,101,,,18002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101018002,Census Tract 180.02,,,"Census Tract 180.02, Philadelphia County, Pennsylvania",42101018002,439791,0,,,,,,,,0,1801,1524,277,84.62,15.38,1801,2547,2438,2085,25,0,37,0,23,268,23,2085,85.52,1.03,0,1.52,0,0.94,10.99,0.94,85.52,637,561,25,0,28,0,23,0,561,23,88.07,3.92,0,4.4,0,3.61,0,88.07,3.61
ACSSF,pa,140,0,8995,,,,,42,101,,,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101018300,Census Tract 183,,,"Census Tract 183, Philadelphia County, Pennsylvania",42101018300,1799320,124644,,,,,,,,0,1429,1396,33,97.69,2.31,1429,1751,1596,1534,0,0,11,0,41,10,53,1522,96.12,0,0,0.69,0,2.57,0.63,3.32,95.36,167,126,0,0,0,0,41,0,126,41,75.45,0,0,0,0,24.55,0,75.45,24.55
ACSSF,pa,140,0,8996,,,,,42,101,,,18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101018400,Census Tract 184,,,"Census Tract 184, Philadelphia County, Pennsylvania",42101018400,1320285,998924,,,,,,,,0,769,743,26,96.62,3.38,769,931,861,835,0,0,7,0,0,19,0,835,96.98,0,0,0.81,0,0,2.21,0,96.98,92,92,0,0,0,0,0,0,92,0,100,0,0,0,0,0,0,100,0
ACSSF,pa,140,0,8997,,,,,42,101,,,18801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101018801,Census Tract 188.01,,,"Census Tract 188.01, Philadelphia County, Pennsylvania",42101018801,411225,0,,,,,,,,0,579,175,404,30.22,69.78,579,1478,1233,470,78,0,0,0,565,120,855,299,38.12,6.33,0,0,0,45.82,9.73,69.34,24.25,654,188,78,0,0,0,292,96,124,452,28.75,11.93,0,0,0,44.65,14.68,18.96,69.11
ACSSF,pa,140,0,8998,,,,,42,101,,,18802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101018802,Census Tract 188.02,,,"Census Tract 188.02, Philadelphia County, Pennsylvania",42101018802,252066,0,,,,,,,,0,339,188,151,55.46,44.54,339,1494,1138,322,353,0,0,0,277,186,791,188,28.3,31.02,0,0,0,24.34,16.34,69.51,16.52,799,134,215,0,0,0,264,186,0,778,16.77,26.91,0,0,0,33.04,23.28,0,97.37
ACSSF,pa,140,0,8999,,,,,42,101,,,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019000,Census Tract 190,,,"Census Tract 190, Philadelphia County, Pennsylvania",42101019000,778606,6099,,,,,,,,1944,1563,322,1241,20.6,79.4,1563,2511,2384,770,410,0,24,0,963,217,1509,412,32.3,17.2,0,1.01,0,40.39,9.1,63.3,17.28,821,157,239,0,0,0,407,18,90,448,19.12,29.11,0,0,0,49.57,2.19,10.96,54.57
ACSSF,pa,140,0,9000,,,,,42,101,,,19100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019100,Census Tract 191,,,"Census Tract 191, Philadelphia County, Pennsylvania",42101019100,1439046,10674,,,,,,,,1951,2233,328,1905,14.69,85.31,2233,2859,2777,936,389,24,205,0,903,320,1971,328,33.71,14.01,0.86,7.38,0,32.52,11.52,70.98,11.81,544,256,123,0,46,0,119,0,0,375,47.06,22.61,0,8.46,0,21.88,0,0,68.93
ACSSF,pa,140,0,9001,,,,,42,101,,,19200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019200,Census Tract 192,,,"Census Tract 192, Philadelphia County, Pennsylvania",42101019200,668236,0,,,,,,,,0,1188,167,1021,14.06,85.94,1188,2923,2455,649,447,32,162,0,1127,38,1553,300,26.44,18.21,1.3,6.6,0,45.91,1.55,63.26,12.22,1267,354,244,0,21,0,648,0,133,869,27.94,19.26,0,1.66,0,51.14,0,10.5,68.59
ACSSF,pa,140,0,9002,,,,,42,101,,,19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019501,Census Tract 195.01,,,"Census Tract 195.01, Philadelphia County, Pennsylvania",42101019501,393883,0,,,,,,,,0,620,108,512,17.42,82.58,620,2037,1817,456,57,66,0,0,1061,177,1673,123,25.1,3.14,3.63,0,0,58.39,9.74,92.07,6.77,1197,272,0,0,0,0,772,153,15,1182,22.72,0,0,0,0,64.49,12.78,1.25,98.75
ACSSF,pa,140,0,9003,,,,,42,101,,,19502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019502,Census Tract 195.02,,,"Census Tract 195.02, Philadelphia County, Pennsylvania",42101019502,370299,0,,,,,,,,0,689,141,548,20.46,79.54,689,1269,1181,331,116,0,26,0,567,141,806,150,28.03,9.82,0,2.2,0,48.01,11.94,68.25,12.7,492,100,60,0,0,0,198,134,9,336,20.33,12.2,0,0,0,40.24,27.24,1.83,68.29
ACSSF,pa,140,0,9004,,,,,42,101,,,19700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019700,Census Tract 197,,,"Census Tract 197, Philadelphia County, Pennsylvania",42101019700,450587,0,,,,,,,,0,1165,53,1112,4.55,95.45,1165,2403,2264,542,426,0,24,61,1119,92,1798,53,23.94,18.82,0,1.06,2.69,49.43,4.06,79.42,2.34,1099,203,226,0,0,61,597,12,0,910,18.47,20.56,0,0,5.55,54.32,1.09,0,82.8
ACSSF,pa,140,0,9005,,,,,42,101,,,19800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019800,Census Tract 198,,,"Census Tract 198, Philadelphia County, Pennsylvania",42101019800,540315,0,,,,,,,,0,1322,46,1276,3.48,96.52,1322,2422,2130,321,688,0,102,0,901,118,1311,63,15.07,32.3,0,4.79,0,42.3,5.54,61.55,2.96,808,139,311,0,41,0,285,32,17,439,17.2,38.49,0,5.07,0,35.27,3.96,2.1,54.33
ACSSF,pa,140,0,9006,,,,,42,101,,,19900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101019900,Census Tract 199,,,"Census Tract 199, Philadelphia County, Pennsylvania",42101019900,661885,0,,,,,,,,0,563,17,546,3.02,96.98,563,1993,1811,74,964,0,0,0,713,60,1111,17,4.09,53.23,0,0,0,39.37,3.31,61.35,0.94,1248,39,645,0,0,0,521,43,0,884,3.12,51.68,0,0,0,41.75,3.45,0,70.83
ACSSF,pa,140,0,9007,,,,,42,101,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020000,Census Tract 200,,,"Census Tract 200, Philadelphia County, Pennsylvania",42101020000,316769,0,,,,,,,,0,167,0,167,0,100,167,669,487,21,301,0,71,0,94,0,115,0,4.31,61.81,0,14.58,0,19.3,0,23.61,0,320,0,181,0,45,0,94,0,0,94,0,56.56,0,14.06,0,29.38,0,0,29.38
ACSSF,pa,140,0,9008,,,,,42,101,,,20101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020101,Census Tract 201.01,,,"Census Tract 201.01, Philadelphia County, Pennsylvania",42101020101,483579,0,,,,,,,,0,470,0,470,0,100,470,2227,1758,13,1633,12,37,0,0,63,75,0,0.74,92.89,0.68,2.1,0,0,3.58,4.27,0,1288,13,1175,0,37,0,0,63,0,63,1.01,91.23,0,2.87,0,0,4.89,0,4.89
ACSSF,pa,140,0,9009,,,,,42,101,,,20102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020102,Census Tract 201.02,,,"Census Tract 201.02, Philadelphia County, Pennsylvania",42101020102,373023,0,,,,,,,,0,1047,19,1028,1.81,98.19,1047,1734,1611,19,1555,16,0,0,21,0,187,19,1.18,96.52,0.99,0,0,1.3,0,11.61,1.18,564,0,543,0,0,0,21,0,0,113,0,96.28,0,0,0,3.72,0,0,20.04
ACSSF,pa,140,0,9010,,,,,42,101,,,20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020200,Census Tract 202,,,"Census Tract 202, Philadelphia County, Pennsylvania",42101020200,756812,0,,,,,,,,0,916,34,882,3.71,96.29,916,2372,1943,81,1769,0,0,0,0,93,0,81,4.17,91.04,0,0,0,0,4.79,0,4.17,1027,47,980,0,0,0,0,0,47,0,4.58,95.42,0,0,0,0,0,4.58,0
