File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census),American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian TribalSubdivision (Census),American Indian TribalSubdivision (FIPS),Alaska Native RegionalCorporation (FIPS),Metropolitan and MicropolitanStatistical Area,Combined Statistical Area,Metropolitan Statistical Area-Metropolitan Division,Metropolitan Area Central City,Metropolitan/MicropolitanIndicator Flag,New England City and Town Area,New England City and TownCombined Statistical Area,New England City and Town AreaDivision,Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Public Use Microdata Area – 5%File,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Median Year Structure Built,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,"% Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",% Owner Occupied Housing Units: Non-White Homeowners,Owner-Occupied Housing Units,Housing Units,Households:,Households: with a Householder Who Is White Alone,Households: with a Householder Who Is Black or African  American Alone,Households: with a Householder Who Is American Indian and  Alaska Native Alone,Households: with a Householder Who Is Asian Alone,Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,Households: with a Householder Who Is Some Other Race Alone,Households: with a Householder Who Is Two or More Races,Households: with a Householder Who Is Hispanic or Latino,"Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",% Households: with a Householder Who Is White Alone,% Households: with a Householder Who Is Black or African  American Alone,% Households: with a Householder Who Is American Indian and  Alaska Native Alone,% Households: with a Householder Who Is Asian Alone,% Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,% Households: with a Householder Who Is Some Other Race Alone,% Households: with a Householder Who Is Two or More Races,% Households: with a Householder Who Is Hispanic or Latino,"% Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder,% Renter-Occupied Housing Units: White Alone Householder,% Renter-Occupied Housing Units: Black or African American Alone Householder,% Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,% Renter-Occupied Housing Units: Asian Alone Householder,% Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,% Renter-Occupied Housing Units: Some Other Race Alone Householder,% Renter-Occupied Housing Units: Two or More Races Householder,"% Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",% Renter-Occupied Housing Units: Hispanic or Latino Householder
ACSSF,pa,140,0,9111,,,,,42,101,,,31501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031501,Census Tract 315.01,,,"Census Tract 315.01, Philadelphia County, Pennsylvania",42101031501,587249,0,,,,,,,,1951,1505,668,837,44.39,55.61,1505,2487,2290,1522,34,0,648,0,86,0,404,1218,66.46,1.48,0,28.3,0,3.76,0,17.64,53.19,785,690,0,0,9,0,86,0,550,226,87.9,0,0,1.15,0,10.96,0,70.06,28.79
ACSSF,pa,140,0,9112,,,,,42,101,,,31502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031502,Census Tract 315.02,,,"Census Tract 315.02, Philadelphia County, Pennsylvania",42101031502,621108,0,,,,,,,,1954,769,371,398,48.24,51.76,769,1414,1362,645,162,0,345,0,111,99,237,558,47.36,11.89,0,25.33,0,8.15,7.27,17.4,40.97,593,232,96,0,55,0,111,99,187,195,39.12,16.19,0,9.27,0,18.72,16.69,31.53,32.88
ACSSF,pa,140,0,9113,,,,,42,101,,,31600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031600,Census Tract 316,,,"Census Tract 316, Philadelphia County, Pennsylvania",42101031600,731130,0,,,,,,,,1950,1253,901,352,71.91,28.09,1253,2261,2132,1279,530,0,209,0,114,0,265,1128,59.99,24.86,0,9.8,0,5.35,0,12.43,52.91,879,378,427,0,22,0,52,0,227,203,43,48.58,0,2.5,0,5.92,0,25.82,23.09
ACSSF,pa,140,0,9114,,,,,42,101,,,31700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031700,Census Tract 317,,,"Census Tract 317, Philadelphia County, Pennsylvania",42101031700,889536,0,,,,,,,,1956,1828,460,1368,25.16,74.84,1828,2658,2406,773,512,0,208,0,785,128,1046,700,32.13,21.28,0,8.65,0,32.63,5.32,43.47,29.09,578,240,155,0,0,0,55,128,240,224,41.52,26.82,0,0,0,9.52,22.15,41.52,38.75
ACSSF,pa,140,0,9115,,,,,42,101,,,31800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031800,Census Tract 318,,,"Census Tract 318, Philadelphia County, Pennsylvania",42101031800,509349,0,,,,,,,,1952,1208,323,885,26.74,73.26,1208,1954,1855,630,664,0,96,0,87,378,553,485,33.96,35.8,0,5.18,0,4.69,20.38,29.81,26.15,647,240,348,0,0,0,59,0,162,137,37.09,53.79,0,0,0,9.12,0,25.04,21.17
ACSSF,pa,140,0,9116,,,,,42,101,,,31900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031900,Census Tract 319,,,"Census Tract 319, Philadelphia County, Pennsylvania",42101031900,773215,0,,,,,,,,1950,1077,557,520,51.72,48.28,1077,1980,1826,792,624,30,61,0,265,54,461,706,43.37,34.17,1.64,3.34,0,14.51,2.96,25.25,38.66,749,235,352,0,0,0,162,0,149,248,31.38,47,0,0,0,21.63,0,19.89,33.11
ACSSF,pa,140,0,9117,,,,,42,101,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101032000,Census Tract 320,,,"Census Tract 320, Philadelphia County, Pennsylvania",42101032000,680731,0,,,,,,,,1954,1596,1118,478,70.05,29.95,1596,2704,2595,1611,352,0,40,0,528,64,641,1548,62.08,13.56,0,1.54,0,20.35,2.47,24.7,59.65,999,430,195,0,19,0,355,0,430,355,43.04,19.52,0,1.9,0,35.54,0,43.04,35.54
ACSSF,pa,140,0,9118,,,,,42,101,,,32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101032100,Census Tract 321,,,"Census Tract 321, Philadelphia County, Pennsylvania",42101032100,552925,0,,,,,,,,1952,712,288,424,40.45,59.55,712,1745,1637,788,353,0,22,0,206,268,565,678,48.14,21.56,0,1.34,0,12.58,16.37,34.51,41.42,925,416,290,0,0,0,128,91,390,245,44.97,31.35,0,0,0,13.84,9.84,42.16,26.49
ACSSF,pa,140,0,9119,,,,,42,101,,,32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101032300,Census Tract 323,,,"Census Tract 323, Philadelphia County, Pennsylvania",42101032300,600044,0,,,,,,,,1956,828,364,464,43.96,56.04,828,1674,1505,629,498,0,0,0,126,252,301,512,41.79,33.09,0,0,0,8.37,16.74,20,34.02,677,159,321,0,0,0,51,146,148,62,23.49,47.42,0,0,0,7.53,21.57,21.86,9.16
ACSSF,pa,140,0,9120,,,,,42,101,,,32500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101032500,Census Tract 325,,,"Census Tract 325, Philadelphia County, Pennsylvania",42101032500,839319,0,,,,,,,,1942,1212,658,554,54.29,45.71,1212,2794,2416,1388,576,0,182,0,176,94,292,1291,57.45,23.84,0,7.53,0,7.28,3.89,12.09,53.44,1204,669,435,0,60,0,40,0,633,76,55.56,36.13,0,4.98,0,3.32,0,52.57,6.31
ACSSF,pa,140,0,9121,,,,,42,101,,,32600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101032600,Census Tract 326,,,"Census Tract 326, Philadelphia County, Pennsylvania",42101032600,809320,0,,,,,,,,1948,2260,1531,729,67.74,32.26,2260,3021,2919,2066,346,0,374,0,133,0,271,1928,70.78,11.85,0,12.81,0,4.56,0,9.28,66.05,659,471,0,0,55,0,133,0,397,207,71.47,0,0,8.35,0,20.18,0,60.24,31.41
ACSSF,pa,140,0,9122,,,,,42,101,,,32900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101032900,Census Tract 329,,,"Census Tract 329, Philadelphia County, Pennsylvania",42101032900,922923,10049,,,,,,,,1954,875,516,359,58.97,41.03,875,2033,1850,1069,470,0,106,0,117,88,386,950,57.78,25.41,0,5.73,0,6.32,4.76,20.86,51.35,975,516,412,0,0,0,47,0,434,203,52.92,42.26,0,0,0,4.82,0,44.51,20.82
ACSSF,pa,140,0,9123,,,,,42,101,,,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033000,Census Tract 330,,,"Census Tract 330, Philadelphia County, Pennsylvania",42101033000,733440,0,,,,,,,,1954,1852,920,932,49.68,50.32,1852,3221,3148,1802,331,26,165,0,136,688,835,1455,57.24,10.51,0.83,5.24,0,4.32,21.86,26.52,46.22,1296,739,116,0,0,0,79,362,535,566,57.02,8.95,0,0,0,6.1,27.93,41.28,43.67
ACSSF,pa,140,0,9124,,,,,42,101,,,33101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033101,Census Tract 331.01,,,"Census Tract 331.01, Philadelphia County, Pennsylvania",42101033101,486948,0,,,,,,,,1950,1311,972,339,74.14,25.86,1311,1845,1705,1254,260,0,38,0,111,42,282,1115,73.55,15.25,0,2.23,0,6.51,2.46,16.54,65.4,394,219,56,0,0,0,83,36,143,191,55.58,14.21,0,0,0,21.07,9.14,36.29,48.48
ACSSF,pa,140,0,9125,,,,,42,101,,,33102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033102,Census Tract 331.02,,,"Census Tract 331.02, Philadelphia County, Pennsylvania",42101033102,719269,0,,,,,,,,1955,750,622,128,82.93,17.07,750,1690,1491,1276,152,0,21,0,0,42,137,1148,85.58,10.19,0,1.41,0,0,2.82,9.19,77,741,617,110,0,10,0,0,4,526,91,83.27,14.84,0,1.35,0,0,0.54,70.99,12.28
ACSSF,pa,140,0,9126,,,,,42,101,,,33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033200,Census Tract 332,,,"Census Tract 332, Philadelphia County, Pennsylvania",42101033200,842716,0,,,,,,,,1956,836,521,315,62.32,37.68,836,1129,1078,615,69,0,320,0,72,2,95,587,57.05,6.4,0,29.68,0,6.68,0.19,8.81,54.45,242,90,37,0,50,0,65,0,66,74,37.19,15.29,0,20.66,0,26.86,0,27.27,30.58
ACSSF,pa,140,0,9127,,,,,42,101,,,33300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033300,Census Tract 333,,,"Census Tract 333, Philadelphia County, Pennsylvania",42101033300,1073385,0,,,,,,,,1968,971,773,198,79.61,20.39,971,1800,1625,1207,160,0,132,0,22,104,109,1137,74.28,9.85,0,8.12,0,1.35,6.4,6.71,69.97,654,416,125,0,39,0,22,52,364,83,63.61,19.11,0,5.96,0,3.36,7.95,55.66,12.69
ACSSF,pa,140,0,9128,,,,,42,101,,,33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033400,Census Tract 334,,,"Census Tract 334, Philadelphia County, Pennsylvania",42101033400,1136240,0,,,,,,,,1960,1210,712,498,58.84,41.16,1210,2186,2107,1173,440,0,343,0,68,83,144,1107,55.67,20.88,0,16.28,0,3.23,3.94,6.83,52.54,897,395,374,0,65,0,56,7,395,57,44.04,41.69,0,7.25,0,6.24,0.78,44.04,6.35
ACSSF,pa,140,0,9129,,,,,42,101,,,33500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033500,Census Tract 335,,,"Census Tract 335, Philadelphia County, Pennsylvania",42101033500,943012,0,,,,,,,,1961,747,389,358,52.07,47.93,747,1519,1466,723,319,0,245,0,116,63,154,696,49.32,21.76,0,16.71,0,7.91,4.3,10.5,47.48,719,331,153,0,107,0,65,63,307,100,46.04,21.28,0,14.88,0,9.04,8.76,42.7,13.91
ACSSF,pa,140,0,9130,,,,,42,101,,,33600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033600,Census Tract 336,,,"Census Tract 336, Philadelphia County, Pennsylvania",42101033600,1153470,0,,,,,,,,1957,1214,821,393,67.63,32.37,1214,2763,2524,1834,225,0,338,0,108,19,311,1631,72.66,8.91,0,13.39,0,4.28,0.75,12.32,64.62,1310,980,195,0,64,0,52,19,810,222,74.81,14.89,0,4.89,0,3.97,1.45,61.83,16.95
ACSSF,pa,140,0,9131,,,,,42,101,,,33701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033701,Census Tract 337.01,,,"Census Tract 337.01, Philadelphia County, Pennsylvania",42101033701,971971,0,,,,,,,,1959,928,612,316,65.95,34.05,928,2628,2504,1547,543,0,225,0,110,79,194,1489,61.78,21.69,0,8.99,0,4.39,3.15,7.75,59.46,1576,896,409,0,194,0,41,36,877,68,56.85,25.95,0,12.31,0,2.6,2.28,55.65,4.31
ACSSF,pa,140,0,9132,,,,,42,101,,,33702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033702,Census Tract 337.02,,,"Census Tract 337.02, Philadelphia County, Pennsylvania",42101033702,1057801,0,,,,,,,,1960,1247,766,481,61.43,38.57,1247,1844,1741,1092,236,0,324,0,89,0,91,1092,62.72,13.56,0,18.61,0,5.11,0,5.23,62.72,494,326,74,0,49,0,45,0,326,63,65.99,14.98,0,9.92,0,9.11,0,65.99,12.75
ACSSF,pa,140,0,9133,,,,,42,101,,,33800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033800,Census Tract 338,,,"Census Tract 338, Philadelphia County, Pennsylvania",42101033800,1400214,0,,,,,,,,1960,1492,1041,451,69.77,30.23,1492,2643,2643,1878,391,26,68,0,192,88,375,1678,71.06,14.79,0.98,2.57,0,7.26,3.33,14.19,63.49,1151,679,250,26,40,0,131,25,637,121,58.99,21.72,2.26,3.48,0,11.38,2.17,55.34,10.51
ACSSF,pa,140,0,9134,,,,,42,101,,,33900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101033900,Census Tract 339,,,"Census Tract 339, Philadelphia County, Pennsylvania",42101033900,1140699,0,,,,,,,,1954,713,523,190,73.35,26.65,713,1533,1444,839,512,0,44,0,16,33,39,821,58.1,35.46,0,3.05,0,1.11,2.29,2.7,56.86,731,310,381,0,7,0,0,33,298,12,42.41,52.12,0,0.96,0,0,4.51,40.77,1.64
ACSSF,pa,140,0,9135,,,,,42,101,,,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034000,Census Tract 340,,,"Census Tract 340, Philadelphia County, Pennsylvania",42101034000,763894,729,,,,,,,,1959,1050,791,259,75.33,24.67,1050,1213,1202,1053,51,11,62,0,11,14,189,916,87.6,4.24,0.92,5.16,0,0.92,1.16,15.72,76.21,152,139,13,0,0,0,0,0,125,14,91.45,8.55,0,0,0,0,0,82.24,9.21
ACSSF,pa,140,0,9136,,,,,42,101,,,34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034100,Census Tract 341,,,"Census Tract 341, Philadelphia County, Pennsylvania",42101034100,1338392,0,,,,,,,,1958,1432,1176,256,82.12,17.88,1432,2750,2657,1882,247,0,221,0,210,97,230,1815,70.83,9.3,0,8.32,0,7.9,3.65,8.66,68.31,1225,688,247,0,104,0,100,86,639,121,56.16,20.16,0,8.49,0,8.16,7.02,52.16,9.88
ACSSF,pa,140,0,9137,,,,,42,101,,,34200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034200,Census Tract 342,,,"Census Tract 342, Philadelphia County, Pennsylvania",42101034200,1237805,0,,,,,,,,1974,736,622,114,84.51,15.49,736,1859,1738,1328,263,0,56,0,4,87,105,1277,76.41,15.13,0,3.22,0,0.23,5.01,6.04,73.48,1002,699,217,0,5,0,0,81,655,94,69.76,21.66,0,0.5,0,0,8.08,65.37,9.38
ACSSF,pa,140,0,9138,,,,,42,101,,,34400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034400,Census Tract 344,,,"Census Tract 344, Philadelphia County, Pennsylvania",42101034400,3419032,13905,,,,,,,,1963,2685,1993,692,74.23,25.77,2685,3063,2979,2347,189,0,343,0,68,32,268,2159,78.78,6.34,0,11.51,0,2.28,1.07,9,72.47,294,180,70,0,0,0,44,0,166,58,61.22,23.81,0,0,0,14.97,0,56.46,19.73
ACSSF,pa,140,0,9139,,,,,42,101,,,34501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034501,Census Tract 345.01,,,"Census Tract 345.01, Philadelphia County, Pennsylvania",42101034501,447469,0,,,,,,,,1977,331,175,156,52.87,47.13,331,2441,2393,1698,380,0,199,0,52,64,183,1579,70.96,15.88,0,8.32,0,2.17,2.67,7.65,65.98,2062,1507,367,0,101,0,23,64,1404,138,73.08,17.8,0,4.9,0,1.12,3.1,68.09,6.69
ACSSF,pa,140,0,9140,,,,,42,101,,,34502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034502,Census Tract 345.02,,,"Census Tract 345.02, Philadelphia County, Pennsylvania",42101034502,1021734,0,,,,,,,,1974,960,630,330,65.62,34.38,960,2469,2371,1278,713,0,348,0,0,32,121,1157,53.9,30.07,0,14.68,0,0,1.35,5.1,48.8,1411,632,633,0,130,0,0,16,527,105,44.79,44.86,0,9.21,0,0,1.13,37.35,7.44
ACSSF,pa,140,0,9141,,,,,42,101,,,34600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034600,Census Tract 346,,,"Census Tract 346, Philadelphia County, Pennsylvania",42101034600,1855725,3687,,,,,,,,1974,305,193,112,63.28,36.72,305,1345,1279,624,483,0,39,0,70,63,180,527,48.79,37.76,0,3.05,0,5.47,4.93,14.07,41.2,974,431,439,0,8,0,70,26,334,180,44.25,45.07,0,0.82,0,7.19,2.67,34.29,18.48
ACSSF,pa,140,0,9142,,,,,42,101,,,34701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034701,Census Tract 347.01,,,"Census Tract 347.01, Philadelphia County, Pennsylvania",42101034701,1148286,57,,,,,,,,1959,1943,1379,564,70.97,29.03,1943,2855,2855,1833,627,0,324,0,46,25,174,1773,64.2,21.96,0,11.35,0,1.61,0.88,6.09,62.1,912,394,442,0,55,0,21,0,394,21,43.2,48.46,0,6.03,0,2.3,0,43.2,2.3
ACSSF,pa,140,0,9143,,,,,42,101,,,34702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034702,Census Tract 347.02,,,"Census Tract 347.02, Philadelphia County, Pennsylvania",42101034702,1032346,0,,,,,,,,1958,1212,1012,200,83.5,16.5,1212,1420,1386,1066,145,0,93,0,78,4,93,1051,76.91,10.46,0,6.71,0,5.63,0.29,6.71,75.83,174,54,65,0,26,0,29,0,39,44,31.03,37.36,0,14.94,0,16.67,0,22.41,25.29
ACSSF,pa,140,0,9144,,,,,42,101,,,34801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034801,Census Tract 348.01,,,"Census Tract 348.01, Philadelphia County, Pennsylvania",42101034801,1385962,5188,,,,,,,,1951,1111,903,208,81.28,18.72,1111,2116,2106,1863,88,0,98,0,35,22,99,1787,88.46,4.18,0,4.65,0,1.66,1.04,4.7,84.85,995,902,34,0,59,0,0,0,884,18,90.65,3.42,0,5.93,0,0,0,88.84,1.81
ACSSF,pa,140,0,9145,,,,,42,101,,,34802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034802,Census Tract 348.02,,,"Census Tract 348.02, Philadelphia County, Pennsylvania",42101034802,1232182,8015,,,,,,,,1959,1271,1104,167,86.86,13.14,1271,2493,2309,1409,688,21,0,0,117,74,205,1360,61.02,29.8,0.91,0,0,5.07,3.2,8.88,58.9,1038,272,610,21,0,0,117,18,256,172,26.2,58.77,2.02,0,0,11.27,1.73,24.66,16.57
ACSSF,pa,140,0,9146,,,,,42,101,,,34803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034803,Census Tract 348.03,,,"Census Tract 348.03, Philadelphia County, Pennsylvania",42101034803,1271528,8028,,,,,,,,1959,1363,1191,172,87.38,12.62,1363,1748,1642,1442,48,12,37,0,40,63,81,1401,87.82,2.92,0.73,2.25,0,2.44,3.84,4.93,85.32,279,210,33,0,36,0,0,0,210,0,75.27,11.83,0,12.9,0,0,0,75.27,0
ACSSF,pa,140,0,9147,,,,,42,101,,,34900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101034900,Census Tract 349,,,"Census Tract 349, Philadelphia County, Pennsylvania",42101034900,1944025,8263,,,,,,,,1962,1523,905,618,59.42,40.58,1523,2359,2245,1486,511,0,92,0,105,51,412,1228,66.19,22.76,0,4.1,0,4.68,2.27,18.35,54.7,722,389,296,0,0,0,35,2,323,101,53.88,41,0,0,0,4.85,0.28,44.74,13.99
ACSSF,pa,140,0,9148,,,,,42,101,,,35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035100,Census Tract 351,,,"Census Tract 351, Philadelphia County, Pennsylvania",42101035100,997445,666022,,,,,,,,1976,1355,1216,139,89.74,10.26,1355,2241,2045,1860,116,0,69,0,0,0,76,1784,90.95,5.67,0,3.37,0,0,0,3.72,87.24,690,588,46,0,56,0,0,0,568,20,85.22,6.67,0,8.12,0,0,0,82.32,2.9
ACSSF,pa,140,0,9149,,,,,42,101,,,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035200,Census Tract 352,,,"Census Tract 352, Philadelphia County, Pennsylvania",42101035200,1850925,14613,,,,,,,,1969,1920,1642,278,85.52,14.48,1920,2275,2194,2046,45,0,94,0,0,9,186,1868,93.25,2.05,0,4.28,0,0,0.41,8.48,85.14,274,226,0,0,48,0,0,0,226,0,82.48,0,0,17.52,0,0,0,82.48,0
ACSSF,pa,140,0,9150,,,,,42,101,,,35301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035301,Census Tract 353.01,,,"Census Tract 353.01, Philadelphia County, Pennsylvania",42101035301,1398722,13466,,,,,,,,1967,1496,1212,284,81.02,18.98,1496,2194,2105,1866,7,2,54,0,19,157,281,1719,88.65,0.33,0.1,2.57,0,0.9,7.46,13.35,81.66,609,575,7,0,7,0,0,20,507,88,94.42,1.15,0,1.15,0,0,3.28,83.25,14.45
ACSSF,pa,140,0,9151,,,,,42,101,,,35302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035302,Census Tract 353.02,,,"Census Tract 353.02, Philadelphia County, Pennsylvania",42101035302,1498641,17290,,,,,,,,1966,1123,883,240,78.63,21.37,1123,1849,1721,1348,170,42,71,0,52,38,156,1273,78.33,9.88,2.44,4.13,0,3.02,2.21,9.06,73.97,598,411,145,42,0,0,0,0,390,63,68.73,24.25,7.02,0,0,0,0,65.22,10.54
ACSSF,pa,140,0,9152,,,,,42,101,,,35500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035500,Census Tract 355,,,"Census Tract 355, Philadelphia County, Pennsylvania",42101035500,2290052,1067,,,,,,,,1964,2259,1753,506,77.6,22.4,2259,3172,3058,2476,160,0,400,0,0,22,102,2374,80.97,5.23,0,13.08,0,0,0.72,3.34,77.63,799,652,104,0,21,0,0,22,621,31,81.6,13.02,0,2.63,0,0,2.75,77.72,3.88
ACSSF,pa,140,0,9153,,,,,42,101,,,35601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035601,Census Tract 356.01,,,"Census Tract 356.01, Philadelphia County, Pennsylvania",42101035601,2029700,12503,,,,,,,,1970,1573,1229,344,78.13,21.87,1573,2432,2312,1859,75,0,202,0,176,0,156,1859,80.41,3.24,0,8.74,0,7.61,0,6.75,80.41,739,630,24,0,48,0,37,0,630,17,85.25,3.25,0,6.5,0,5.01,0,85.25,2.3
ACSSF,pa,140,0,9154,,,,,42,101,,,35602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035602,Census Tract 356.02,,,"Census Tract 356.02, Philadelphia County, Pennsylvania",42101035602,1394857,1871,,,,,,,,1966,1064,682,382,64.1,35.9,1064,1282,1274,870,43,0,297,5,25,34,89,796,68.29,3.38,0,23.31,0.39,1.96,2.67,6.99,62.48,210,125,43,0,36,0,0,6,114,11,59.52,20.48,0,17.14,0,0,2.86,54.29,5.24
ACSSF,pa,140,0,9155,,,,,42,101,,,35701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035701,Census Tract 357.01,,,"Census Tract 357.01, Philadelphia County, Pennsylvania",42101035701,598633,718,,,,,,,,1969,544,311,233,57.17,42.83,544,1964,1885,1139,81,0,384,0,82,199,234,1098,60.42,4.3,0,20.37,0,4.35,10.56,12.41,58.25,1341,828,81,0,183,0,82,167,787,234,61.74,6.04,0,13.65,0,6.11,12.45,58.69,17.45
ACSSF,pa,140,0,9156,,,,,42,101,,,35702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035702,Census Tract 357.02,,,"Census Tract 357.02, Philadelphia County, Pennsylvania",42101035702,1559150,0,,,,,,,,1968,648,586,62,90.43,9.57,648,1953,1776,1609,0,0,99,0,0,68,13,1596,90.6,0,0,5.57,0,0,3.83,0.73,89.86,1128,1023,0,0,37,0,0,68,1010,13,90.69,0,0,3.28,0,0,6.03,89.54,1.15
ACSSF,pa,140,0,9157,,,,,42,101,,,35800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035800,Census Tract 358,,,"Census Tract 358, Philadelphia County, Pennsylvania",42101035800,1757642,2013,,,,,,,,1968,1659,1166,493,70.28,29.72,1659,2341,2305,1623,125,14,343,0,91,109,145,1590,70.41,5.42,0.61,14.88,0,3.95,4.73,6.29,68.98,646,424,125,0,49,0,48,0,424,0,65.63,19.35,0,7.59,0,7.43,0,65.63,0
ACSSF,pa,140,0,9158,,,,,42,101,,,35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101035900,Census Tract 359,,,"Census Tract 359, Philadelphia County, Pennsylvania",42101035900,2244712,2511,,,,,,,,1964,1457,1157,300,79.41,20.59,1457,2337,2159,1746,13,0,324,0,66,10,104,1708,80.87,0.6,0,15.01,0,3.06,0.46,4.82,79.11,702,551,13,0,80,0,48,10,551,48,78.49,1.85,0,11.4,0,6.84,1.42,78.49,6.84
ACSSF,pa,140,0,9159,,,,,42,101,,,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036000,Census Tract 360,,,"Census Tract 360, Philadelphia County, Pennsylvania",42101036000,2043080,638,,,,,,,,1971,752,502,250,66.76,33.24,752,1321,1291,767,282,0,202,0,0,40,32,767,59.41,21.84,0,15.65,0,0,3.1,2.48,59.41,539,265,246,0,28,0,0,0,265,32,49.17,45.64,0,5.19,0,0,0,49.17,5.94
